Date,Open,High,Low,Close,Volume,OpenInt
7/14/2005,20.383,20.383,19.966,19.966,35939,0
7/15/2005,20.271,20.271,19.85,19.857,24151,0
7/18/2005,20.087,20.087,19.789,19.814,13652,0
7/19/2005,20.596,20.596,19.805,20.009,29455,0
7/20/2005,19.933,20.118,19.933,20.118,27824,0
7/21/2005,20.061,20.341,20.061,20.316,54290,0
7/22/2005,20.316,20.357,20.23,20.306,30386,0
7/25/2005,20.808,20.808,20.07,20.07,116534,0
7/26/2005,20.783,20.783,19.976,20.009,33210,0
7/27/2005,19.999,20.24,19.933,20.23,30343,0
7/28/2005,20.596,20.596,20.333,20.503,44438,0
7/29/2005,20.357,20.579,20.357,20.527,54895,0
8/1/2005,21.023,21.207,20.587,20.799,65139,0
8/2/2005,20.952,21.189,20.952,21.189,140802,0
8/3/2005,21.234,21.282,21.13,21.234,71963,0
8/4/2005,21.453,21.453,20.996,21.031,52217,0
8/5/2005,20.818,21.031,20.723,20.792,43482,0
8/8/2005,21.023,21.051,20.698,20.943,30823,0
8/9/2005,20.912,21.217,20.912,21.198,26928,0
8/10/2005,21.487,21.715,21.487,21.59,51317,0
8/11/2005,21.911,21.911,21.453,21.548,58482,0
8/12/2005,21.887,21.887,21.241,21.411,59017,0
8/15/2005,21.616,21.616,21.274,21.539,29803,0
8/16/2005,21.539,21.539,21.198,21.207,42418,0
8/17/2005,21.038,21.234,20.952,21.121,47438,0
8/18/2005,20.935,21.274,20.792,20.827,55494,0
8/19/2005,20.707,20.893,20.64,20.731,32141,0
8/22/2005,20.808,21.097,20.799,21.079,50549,0
8/23/2005,21.853,21.853,20.707,20.749,106052,0
8/24/2005,20.903,20.903,19.957,20.518,70096,0
8/25/2005,20.68,20.818,20.512,20.818,26276,0
8/26/2005,21.165,21.234,20.613,20.646,45513,0
8/29/2005,20.596,20.792,20.555,20.792,49070,0
8/30/2005,20.912,21.419,20.698,20.74,59423,0
8/31/2005,20.952,21.105,20.792,21.105,2472288,0
9/1/2005,21.352,21.453,21.198,21.403,35421,0
9/2/2005,21.403,21.598,21.403,21.565,2347396,0
9/6/2005,21.921,21.921,21.683,21.861,57261,0
9/7/2005,21.861,21.861,21.743,21.811,121244,0
9/8/2005,21.844,21.887,21.794,21.794,32634,0
9/9/2005,21.869,22.106,21.869,22.098,60994,0
9/12/2005,22.287,22.287,22.038,22.065,143676,0
9/13/2005,22.083,22.083,21.786,21.811,251464,0
9/14/2005,21.786,22.015,21.786,21.869,41009,0
9/15/2005,22.065,22.115,22.015,22.115,84561,0
9/16/2005,22.106,22.201,22.065,22.201,72782,0
9/19/2005,22.311,22.507,22.226,22.244,76640,0
9/20/2005,22.643,22.643,22.302,22.328,83342,0
9/21/2005,22.542,23.272,22.346,22.603,75457,0
9/22/2005,22.754,22.754,22.261,22.413,89046,0
9/23/2005,22.421,22.429,22.287,22.429,56476,0
9/26/2005,22.925,22.925,22.397,22.685,86495,0
9/27/2005,22.822,22.822,22.5,22.603,79391,0
9/28/2005,22.881,22.899,22.764,22.856,93796,0
9/29/2005,22.966,23.101,22.907,23.101,165222,0
9/30/2005,23.519,23.519,23.011,23.163,105126,0
10/3/2005,24.401,24.401,23.196,23.34,246800,0
10/4/2005,23.603,23.603,23.033,23.05,172382,0
10/5/2005,22.932,22.932,22.302,22.302,196434,0
10/6/2005,22.133,22.236,20.808,21.625,348212,0
10/7/2005,21.226,22.184,21.226,22.167,115449,0
10/10/2005,22.889,23.331,22.09,22.115,138443,0
10/11/2005,22.311,22.5,21.479,22.32,90780,0
10/12/2005,21.761,23.033,21.461,21.573,355747,0
10/13/2005,21.53,21.53,21.121,21.436,239928,0
10/14/2005,21.282,21.436,20.996,21.317,114952,0
10/17/2005,21.333,21.633,21.333,21.625,70105,0
10/18/2005,21.761,22.029,21.234,21.234,59099,0
10/19/2005,21.023,21.403,20.74,21.403,291933,0
10/20/2005,21.248,21.352,20.74,20.776,77377,0
10/21/2005,20.68,21.256,20.653,21.256,52592,0
10/24/2005,21.471,21.715,21.333,21.715,1058043,0
10/25/2005,21.512,21.752,21.453,21.539,256634,0
10/26/2005,21.573,21.733,21.512,21.52,212305,0
10/27/2005,21.301,21.453,21.06,21.06,49356,0
10/28/2005,21.023,21.436,20.952,21.436,642522,0
10/31/2005,21.82,21.987,21.638,21.93,78144,0
11/1/2005,21.921,22.295,21.921,22.252,63930,0
11/2/2005,22.438,22.594,22.27,22.566,112212,0
11/3/2005,22.899,22.899,22.618,22.676,122575,0
11/4/2005,22.797,22.864,22.337,22.491,64019,0
11/7/2005,22.676,22.676,22.295,22.413,157172,0
11/8/2005,22.507,22.585,22.302,22.566,43532,0
11/9/2005,22.397,22.805,22.397,22.729,243764,0
11/10/2005,22.873,22.873,22.421,22.668,400283,0
11/11/2005,22.889,22.889,22.507,22.83,66009,0
11/14/2005,22.881,22.881,22.711,22.764,52429,0
11/15/2005,22.873,22.925,22.719,22.719,58753,0
11/16/2005,22.764,22.994,22.764,22.994,130203,0
11/17/2005,23.084,23.415,23.084,23.392,98563,0
11/18/2005,23.306,23.492,23.245,23.321,303782,0
11/21/2005,23.738,23.738,23.298,23.483,192818,0
11/22/2005,23.561,23.561,23.084,23.536,101462,0
11/23/2005,23.655,23.823,23.527,23.703,324685,0
11/25/2005,23.755,24.121,23.569,23.831,53169,0
11/28/2005,23.993,24.071,23.577,23.577,135546,0
11/29/2005,23.755,23.993,23.458,23.61,109100,0
11/30/2005,23.747,23.747,23.552,23.655,481555,0
12/1/2005,23.944,24.19,23.663,24.19,92427,0
12/2/2005,24.394,24.394,24.112,24.222,145655,0
12/5/2005,24.496,24.496,24.174,24.257,195309,0
12/6/2005,24.496,24.583,24.335,24.521,64614,0
12/7/2005,24.624,24.665,24.335,24.352,119448,0
12/8/2005,24.291,24.401,24.205,24.222,51966,0
12/9/2005,24.394,24.394,24.174,24.283,178249,0
12/12/2005,23.874,24.538,23.874,24.477,210346,0
12/13/2005,24.665,24.665,24.326,24.573,147675,0
12/14/2005,24.691,24.758,24.362,24.496,75133,0
12/15/2005,24.46,24.632,24.344,24.369,132359,0
12/16/2005,24.538,24.538,23.993,24.174,101190,0
12/19/2005,24.41,25.048,23.993,23.993,191943,0
12/20/2005,23.79,24.129,21.548,24.129,305095,0
12/21/2005,24.41,24.591,24.326,24.547,134235,0
12/22/2005,24.665,24.665,24.512,24.564,108940,0
12/23/2005,24.435,24.717,24.435,24.709,57050,0
12/27/2005,24.878,24.878,24.419,24.435,200924,0
12/28/2005,24.632,24.632,24.378,24.46,45244,0
12/29/2005,24.46,24.632,24.435,24.564,94364,0
12/30/2005,24.624,24.624,24.335,24.486,104523,0
1/3/2006,24.99,25.43,24.843,25.371,349992,0
1/4/2006,25.676,25.676,25.43,25.582,179377,0
1/5/2006,25.778,26.1,25.514,25.566,238146,0
1/6/2006,25.94,26.118,25.778,26.092,180623,0
1/9/2006,26.288,26.349,26.144,26.349,352965,0
1/10/2006,26.518,26.518,25.88,25.959,379510,0
1/11/2006,25.692,26.295,25.606,26.295,505867,0
1/12/2006,26.136,26.357,26.017,26.068,305696,0
1/13/2006,26.221,26.229,26.017,26.229,216593,0
1/17/2006,26.254,26.254,25.667,25.746,312284,0
1/18/2006,25.48,25.573,25.278,25.54,157233,0
1/19/2006,25.794,26.331,25.794,26.322,168221,0
1/20/2006,26.399,26.536,25.718,25.981,206304,0
1/23/2006,26.312,26.322,26.025,26.221,105041,0
1/24/2006,26.558,26.731,26.331,26.731,131175,0
1/25/2006,26.959,27.035,26.644,26.688,251902,0
1/26/2006,26.959,27.333,26.83,27.316,121753,0
1/27/2006,27.698,27.859,27.495,27.571,216549,0
1/30/2006,27.724,27.765,27.588,27.765,179970,0
1/31/2006,27.92,28.012,27.596,27.976,155325,0
2/1/2006,28.066,28.284,27.826,27.911,1334230,0
2/2/2006,27.963,27.963,27.197,27.283,160319,0
2/3/2006,27.155,27.155,25.633,26.934,329625,0
2/6/2006,27.17,27.538,27.044,27.538,181637,0
2/7/2006,27.538,27.765,26.627,26.705,201135,0
2/8/2006,26.722,26.815,26.509,26.799,295975,0
2/9/2006,26.959,27.189,26.857,26.934,123258,0
2/10/2006,27.13,27.17,26.636,26.83,176296,0
2/13/2006,26.731,26.731,26.153,26.221,322591,0
2/14/2006,26.229,26.644,26.109,26.627,110568,0
2/15/2006,26.748,26.959,26.484,26.61,128859,0
2/16/2006,26.62,27.308,26.585,27.299,217228,0
2/17/2006,27.495,27.495,27.256,27.333,127760,0
2/21/2006,27.801,27.801,27.342,27.342,164672,0
2/22/2006,27.579,27.579,27.239,27.418,142585,0
2/23/2006,27.333,27.495,27.265,27.385,89399,0
2/24/2006,27.868,27.868,27.393,27.571,119902,0
2/27/2006,27.809,27.809,27.495,27.545,392118,0
2/28/2006,27.545,27.545,26.909,27.07,252777,0
3/1/2006,27.283,27.809,27.138,27.809,124210,0
3/2/2006,27.631,27.884,27.631,27.843,75769,0
3/3/2006,27.621,27.706,27.443,27.588,538968,0
3/6/2006,27.809,27.809,27.012,27.061,177806,0
3/7/2006,26.875,26.875,25.981,26.203,359682,0
3/8/2006,26.194,26.194,25.582,26.025,754303,0
3/9/2006,25.959,26.373,25.829,25.829,307456,0
3/10/2006,25.904,26.254,25.897,26.221,997997,0
3/13/2006,26.536,26.567,26.322,26.389,1241071,0
3/14/2006,26.381,26.892,26.194,26.848,475542,0
3/15/2006,27.061,27.359,27.012,27.359,608833,0
3/16/2006,27.571,27.571,27.122,27.229,315598,0
3/17/2006,27.197,27.46,27.122,27.17,82948,0
3/20/2006,27.385,27.436,27.197,27.265,169515,0
3/21/2006,27.41,27.41,26.594,26.866,967273,0
3/22/2006,27.436,27.436,26.848,27.122,96135,0
3/23/2006,26.959,27.316,26.959,27.035,232409,0
3/24/2006,27.197,27.316,26.536,27.265,110985,0
3/27/2006,27.393,27.495,27.087,27.229,139346,0
3/28/2006,27.07,27.07,26.594,26.672,201992,0
3/29/2006,26.636,27.179,26.636,27.13,176891,0
3/30/2006,27.155,27.613,27.155,27.359,222159,0
3/31/2006,27.256,27.554,27.256,27.443,105465,0
4/3/2006,27.596,28.329,27.596,28.224,734010,0
4/4/2006,28.311,28.412,28.233,28.347,149331,0
4/5/2006,28.481,28.531,28.242,28.514,179817,0
4/6/2006,27.902,28.659,27.902,28.531,167540,0
4/7/2006,28.614,28.633,28.089,28.097,162995,0
4/10/2006,28.347,28.347,28.021,28.057,88434,0
4/11/2006,28.208,28.208,27.554,27.605,237901,0
4/12/2006,27.706,27.809,27.64,27.801,93235,0
4/13/2006,27.859,28.012,27.596,27.969,103601,0
4/17/2006,28.216,28.54,28.208,28.497,174090,0
4/18/2006,28.759,29.33,28.659,29.194,529571,0
4/19/2006,29.227,29.447,29.159,29.447,303569,0
4/20/2006,29.577,29.577,29.142,29.237,152445,0
4/21/2006,29.296,29.747,29.296,29.542,140508,0
4/24/2006,29.585,29.585,29.134,29.304,130162,0
4/25/2006,29.432,29.432,29.031,29.084,152095,0
4/26/2006,29.15,29.619,28.768,29.492,231767,0
4/27/2006,29.313,29.407,28.981,29.066,300050,0
4/28/2006,28.871,29.466,28.871,29.389,146875,0
5/1/2006,29.638,29.883,29.577,29.638,112892,0
5/2/2006,30.001,30.356,29.833,30.356,149641,0
5/3/2006,30.57,30.57,30.01,30.29,134650,0
5/4/2006,30.46,30.529,30.324,30.511,196029,0
5/5/2006,30.885,30.969,30.706,30.952,230032,0
5/8/2006,31.2,31.2,30.918,31.183,271300,0
5/9/2006,31.192,31.293,30.996,31.293,161011,0
5/10/2006,31.403,31.403,30.748,30.876,231823,0
5/11/2006,30.978,31.004,30.187,30.222,286420,0
5/12/2006,30.01,30.01,29.194,29.381,881241,0
5/15/2006,29.168,29.168,28.277,28.488,773027,0
5/16/2006,28.514,28.871,28.158,28.65,239646,0
5/17/2006,28.675,28.896,27.562,27.733,661820,0
5/18/2006,27.741,28.04,27.333,27.342,640311,0
5/19/2006,27.436,27.698,26.892,27.495,708655,0
5/22/2006,26.558,26.959,25.531,26.068,1075285,0
5/23/2006,26.144,27.189,25.88,26.212,552548,0
5/24/2006,26.032,26.144,25.124,25.606,923178,0
5/25/2006,25.641,26.594,25.641,26.594,460696,0
5/26/2006,27.044,27.087,26.653,27.07,645498,0
5/30/2006,27.003,27.003,25.913,25.913,738547,0
5/31/2006,26.246,26.389,25.959,26.161,556867,0
6/1/2006,26.389,26.705,25.999,26.688,450134,0
6/2/2006,27.283,27.283,26.722,27.012,247834,0
6/5/2006,27.122,27.122,26.025,26.06,705996,0
6/6/2006,26.153,26.153,25.387,25.709,983880,0
6/7/2006,25.624,25.863,25.191,25.191,874838,0
6/8/2006,24.419,24.725,23.72,24.709,1184725,0
6/9/2006,24.784,25.101,24.41,24.41,424005,0
6/12/2006,24.239,24.496,23.569,23.569,394670,0
6/13/2006,23.033,23.569,22.764,22.907,1301362,0
6/14/2006,22.719,23.636,22.719,23.619,1078502,0
6/15/2006,24.174,25.014,23.919,24.936,935915,0
6/16/2006,24.912,24.912,24.257,24.591,1619922,0
6/19/2006,24.836,24.836,23.953,23.953,1177021,0
6/20/2006,23.814,24.444,23.814,24.19,367603,0
6/21/2006,24.19,24.945,24.156,24.843,523733,0
6/22/2006,24.887,24.887,24.454,24.7,141431,0
6/23/2006,24.444,24.954,24.419,24.887,131241,0
6/26/2006,24.903,24.99,24.81,24.927,87468,0
6/27/2006,25.048,25.175,24.512,24.521,420935,0
6/28/2006,24.734,25.03,24.725,25.03,296279,0
6/29/2006,25.117,26.322,25.117,26.322,769741,0
6/30/2006,26.722,26.722,26.295,26.476,631794,0
7/3/2006,26.866,27.122,26.576,27.122,181605,0
7/5/2006,26.822,26.822,26.008,26.312,215317,0
7/6/2006,26.663,26.799,26.399,26.672,275476,0
7/7/2006,26.644,26.679,26.161,26.168,548635,0
7/10/2006,26.237,28.193,26.237,26.476,269631,0
7/11/2006,26.433,28.003,25.755,26.627,336104,0
7/12/2006,26.576,26.696,26.281,26.281,354453,0
7/13/2006,25.913,26.042,25.339,25.363,829439,0
7/14/2006,25.453,25.606,24.641,25.453,670548,0
7/17/2006,25.056,25.412,24.954,24.982,311014,0
7/18/2006,25.101,25.387,24.836,25.296,496576,0
7/19/2006,25.346,26.459,25.32,26.451,1642055,0
7/20/2006,26.518,26.62,25.762,25.762,709841,0
7/21/2006,25.786,25.863,25.304,25.363,831120,0
7/24/2006,25.685,26.399,25.685,26.34,864425,0
7/25/2006,26.34,26.585,26.127,26.536,413747,0
7/26/2006,26.468,26.679,26.304,26.567,712219,0
7/27/2006,26.969,27.221,26.601,26.705,700760,0
7/28/2006,26.942,27.393,26.839,27.359,184883,0
7/31/2006,27.197,27.197,26.985,27.122,249371,0
8/1/2006,26.875,26.875,26.61,26.764,187492,0
8/2/2006,26.959,27.366,26.951,27.221,218793,0
8/3/2006,26.926,27.35,26.926,27.206,187989,0
8/4/2006,27.538,27.749,27.17,27.239,153173,0
8/7/2006,27.229,27.316,26.917,27.155,153431,0
8/8/2006,27.427,27.512,27.138,27.213,231456,0
8/9/2006,27.588,27.682,27.17,27.179,274945,0
8/10/2006,27.17,27.385,27.114,27.376,113148,0
8/11/2006,27.376,27.385,27.147,27.248,121407,0
8/14/2006,27.41,27.451,27.087,27.162,329831,0
8/15/2006,27.359,27.749,27.359,27.724,207551,0
8/16/2006,27.955,28.04,27.826,28.03,762251,0
8/17/2006,28.089,28.224,27.666,27.843,497099,0
8/18/2006,27.715,27.757,27.47,27.706,221404,0
8/21/2006,27.588,27.621,27.495,27.613,210551,0
8/22/2006,27.621,27.749,27.495,27.64,82614,0
8/23/2006,27.613,27.69,27.087,27.147,47686,0
8/24/2006,27.147,27.274,26.83,27.053,405779,0
8/25/2006,27.079,27.229,27.003,27.096,231160,0
8/28/2006,27.096,27.35,26.942,27.29,143459,0
8/29/2006,27.427,27.436,27.189,27.427,33227,0
8/30/2006,27.605,27.715,27.376,27.52,153747,0
8/31/2006,27.47,27.775,27.333,27.35,99438,0
9/1/2006,27.366,27.859,27.366,27.783,143394,0
9/5/2006,27.809,28.133,27.809,28.057,109358,0
9/6/2006,28.066,28.066,27.316,27.316,243638,0
9/7/2006,27.087,27.283,26.074,27.138,292244,0
9/8/2006,27.512,27.512,27.012,27.096,151683,0
9/11/2006,26.416,26.848,26.34,26.484,376599,0
9/12/2006,26.493,26.985,26.322,26.959,85100,0
9/13/2006,26.959,27.393,26.917,27.283,168237,0
9/14/2006,27.274,27.274,27.019,27.087,133472,0
9/15/2006,27.503,27.503,26.875,26.985,199615,0
9/18/2006,27.256,27.52,27.17,27.443,145014,0
9/19/2006,27.682,27.682,26.822,27.035,437687,0
9/20/2006,27.197,27.503,27.155,27.239,597408,0
9/21/2006,27.41,27.41,26.781,26.857,465359,0
9/22/2006,26.748,26.839,26.536,26.636,335596,0
9/25/2006,26.663,26.942,26.331,26.926,199821,0
9/26/2006,27.012,27.221,26.815,27.197,175493,0
9/27/2006,27.402,27.418,27.189,27.274,260313,0
9/28/2006,27.512,27.538,27.17,27.538,243697,0
9/29/2006,27.596,27.596,27.359,27.47,106841,0
10/2/2006,27.884,27.884,27.418,27.487,104191,0
10/3/2006,27.256,27.359,27.003,27.061,332635,0
10/4/2006,26.848,27.657,26.848,27.657,367172,0
10/5/2006,27.851,28.106,27.733,28.012,461249,0
10/6/2006,27.995,27.995,27.256,27.826,193485,0
10/9/2006,27.851,28.03,27.631,27.818,286105,0
10/10/2006,27.792,28.115,27.698,28.106,968726,0
10/11/2006,28.066,28.166,27.818,27.985,163167,0
10/12/2006,28.193,28.72,28.04,28.72,216428,0
10/13/2006,28.728,29.022,28.72,28.912,189766,0
10/16/2006,29.118,29.194,28.997,29.134,221665,0
10/17/2006,29.112,29.112,28.598,28.777,253700,0
10/18/2006,28.828,29.159,28.751,28.838,203767,0
10/19/2006,28.871,28.946,28.447,28.888,319053,0
10/20/2006,29.014,29.014,28.759,28.855,73369,0
10/23/2006,28.871,28.929,28.574,28.888,448326,0
10/24/2006,29.075,29.296,28.888,29.112,129473,0
10/25/2006,29.287,29.475,29.118,29.415,209305,0
10/26/2006,29.78,29.78,29.346,29.569,228963,0
10/27/2006,29.569,29.569,29.075,29.118,222523,0
10/30/2006,28.871,28.989,28.659,28.795,205239,0
10/31/2006,28.828,29.261,28.828,29.194,170910,0
11/1/2006,29.585,29.585,29.039,29.075,329164,0
11/2/2006,28.989,29.313,28.981,29.219,212159,0
11/3/2006,29.466,29.5,29.269,29.415,109557,0
11/6/2006,29.747,30.028,29.66,29.973,147922,0
11/7/2006,30.129,30.163,29.891,29.957,251411,0
11/8/2006,29.824,30.028,29.628,30.001,102404,0
11/9/2006,30.248,30.4,30.036,30.103,207472,0
11/10/2006,30.179,30.179,29.992,30.086,166149,0
11/13/2006,30.062,30.137,29.875,30.103,112362,0
11/14/2006,30.273,30.502,30.222,30.502,187327,0
11/15/2006,30.57,30.73,30.257,30.57,185090,0
11/16/2006,30.798,30.823,30.324,30.356,147603,0
11/17/2006,30.062,30.231,30.019,30.195,175996,0
11/20/2006,30.222,30.486,30.222,30.34,287020,0
11/21/2006,30.494,30.739,30.4,30.68,366246,0
11/22/2006,30.885,31.021,30.793,30.978,77930,0
11/24/2006,30.798,31.088,30.672,31.035,38148,0
11/27/2006,31.08,31.121,30.417,30.426,131955,0
11/28/2006,30.179,30.442,30.077,30.4,216097,0
11/29/2006,30.537,31.106,30.537,31.054,144891,0
11/30/2006,31.165,31.333,30.969,31.318,138775,0
12/1/2006,31.31,31.333,30.823,31.071,1037330,0
12/4/2006,31.2,31.668,31.044,31.668,285051,0
12/5/2006,31.855,32.184,31.802,32.167,335773,0
12/6/2006,32.134,32.202,31.898,31.933,102038,0
12/7/2006,32.117,32.142,31.769,31.829,129481,0
12/8/2006,31.82,31.907,31.616,31.76,80526,0
12/11/2006,31.777,31.898,31.726,31.829,99982,0
12/12/2006,31.777,31.777,31.243,31.464,144368,0
12/13/2006,31.616,31.616,31.455,31.547,94166,0
12/14/2006,31.845,32.099,31.82,32.092,114638,0
12/15/2006,32.21,32.412,32.057,32.134,533367,0
12/18/2006,32.456,32.473,31.948,31.999,98043,0
12/19/2006,31.684,31.956,30.996,31.956,520709,0
12/20/2006,32.235,32.322,32.015,32.032,201453,0
12/21/2006,32.134,32.142,31.794,32.015,155749,0
12/22/2006,32.032,32.48,31.845,32.015,147372,0
12/26/2006,32.099,32.567,32.099,32.557,149514,0
12/27/2006,32.695,33.102,32.61,33.093,170749,0
12/28/2006,33.119,33.212,32.985,33.119,188421,0
12/29/2006,33.144,33.179,32.976,33.06,204587,0
1/3/2007,33.986,34.003,32.985,33.179,506009,0
1/4/2007,32.848,32.907,32.497,32.761,213897,0
1/5/2007,32.584,32.642,31.599,31.956,429849,0
1/8/2007,32.024,32.37,32.024,32.304,264811,0
1/9/2007,32.33,32.685,31.318,31.497,456443,0
1/10/2007,31.063,31.42,30.69,31.36,797910,0
1/11/2007,31.505,32.083,31.42,31.76,477702,0
1/12/2007,31.964,32.353,31.76,32.353,187290,0
1/16/2007,32.304,32.456,32.202,32.296,339297,0
1/17/2007,32.167,32.488,32.142,32.379,170466,0
1/18/2007,32.735,32.77,32.057,32.107,268734,0
1/19/2007,32.21,32.61,32.151,32.593,263036,0
1/22/2007,32.761,32.795,32.497,32.617,287075,0
1/23/2007,32.743,33.485,32.701,33.485,389875,0
1/24/2007,33.503,33.859,33.433,33.859,529226,0
1/25/2007,33.918,33.96,32.719,32.779,349166,0
1/26/2007,32.795,33.016,32.601,32.958,335767,0
1/29/2007,32.873,32.873,32.439,32.447,242903,0
1/30/2007,32.642,33.044,31.964,33.007,313838,0
1/31/2007,32.863,33.239,32.633,33.196,201374,0
2/1/2007,33.503,33.697,33.433,33.655,233433,0
2/2/2007,33.706,33.733,33.477,33.63,781972,0
2/5/2007,33.774,33.774,33.512,33.706,161073,0
2/6/2007,33.851,34.022,33.74,33.995,217999,0
2/7/2007,34.031,34.08,33.781,33.944,139153,0
2/8/2007,33.902,34.08,33.706,34.047,450410,0
2/9/2007,34.121,34.18,33.477,33.57,295191,0
2/12/2007,33.543,33.543,33.085,33.306,195132,0
2/13/2007,33.306,33.664,33.306,33.655,192250,0
2/14/2007,33.706,34.402,33.706,34.317,227720,0
2/15/2007,34.384,34.476,34.317,34.368,137617,0
